,Unnamed: 0,Marca,Modelo,Capacidade da bateria,Tamanho da tela,Touchscreen,Resolução X,Resolução Y,Processador,Armazenamento (GB),Camera traseira,Camera Frontal,Sistema,Preço,Valor em real,Valor em Dolar
439,439,LG,G Pro 2,3200,5.9,sim,1080,1920,4,16.0,13.0,2.1,Android,42021,1386.693,285.7428
440,440,Xolo,Q1100,2000,5.0,sim,720,1280,4,8.0,8.0,2.0,Android,13677,451.341,93.00359999999999
441,441,Samsung,Galaxy Note 3 Neo,3100,5.5,sim,720,1280,6,16.0,8.0,2.0,Android,11250,371.25,76.5
442,442,Asus,ZenFone 6,3300,6.0,sim,720,1280,2,16.0,13.0,2.0,Android,8891,293.403,60.4588
443,443,Nokia,Asha 502,1010,3.0,sim,240,320,1,0.064,5.0,0.0,Cyanogen,3499,115.467,23.7932
444,444,Nokia,Lumia 1020,2000,4.5,sim,768,1280,2,32.0,41.0,1.2,Windows,10990,362.67,74.732
445,445,Spice,Pinnacle FHD,2100,5.0,sim,1080,1920,4,8.0,8.0,2.0,Android,5999,197.967,40.7932
446,446,Gionee,Elife E6,2000,5.0,sim,1080,1920,4,32.0,13.0,5.0,Android,21450,707.85,145.85999999999999
447,447,Micromax,Canvas 4,2000,5.0,sim,720,1280,4,16.0,13.0,5.0,Android,5199,171.567,35.3532
448,448,Lava,Iris 504q,2000,5.0,sim,720,1280,4,4.0,8.0,2.0,Android,9499,313.46700000000004,64.5932
449,449,BlackBerry,Q5,2180,3.1,sim,720,720,2,8.0,5.0,2.0,BlackBerry,10800,356.40000000000003,73.44
450,450,BlackBerry,Q10,2100,3.1,sim,720,720,1,16.0,8.0,2.0,BlackBerry,9899,326.66700000000003,67.3132
451,451,Lenovo,P780,4000,5.0,sim,720,1280,4,4.0,8.0,0.3,Android,15410,508.53000000000003,104.788
452,452,Sony,Xperia U,1320,3.5,sim,480,854,2,8.0,5.0,0.3,Android,4990,164.67000000000002,33.931999999999995
453,453,Sony,Xperia SP,2370,4.6,sim,720,1280,2,8.0,8.0,0.3,Android,21490,709.1700000000001,146.132
454,454,Samsung,Galaxy Y Pro Duos,1350,2.6,sim,240,320,1,0.16,3.2,0.3,Android,5555,183.315,37.774
455,455,Samsung,Galaxy Mega 5.8,2600,5.8,sim,540,960,2,8.0,8.0,1.9,Android,6999,230.967,47.593199999999996
456,456,Nokia,Lumia 620,1300,3.8,sim,480,800,2,8.0,5.0,0.3,Windows,4999,164.967,33.9932
457,457,Nokia,Lumia 820,1650,4.3,sim,480,800,2,8.0,8.0,0.3,Windows,19660,648.7800000000001,133.688
458,458,LG,Optimus G,2100,4.7,sim,768,1280,4,32.0,13.0,1.3,Android,9999,329.96700000000004,67.9932
459,459,HTC,One S,1650,4.3,sim,540,960,2,16.0,8.0,0.3,Android,17172,566.676,116.7696
460,460,BlackBerry,Z10,1800,4.2,sim,768,1280,2,16.0,8.0,2.0,BlackBerry,5500,181.5,37.4
461,461,Infinix,S5 Lite,4000,6.5,sim,720,1600,8,64.0,16.0,16.0,Android,8999,296.96700000000004,61.1932
462,462,Infinix,S5,4000,6.6,sim,720,1600,8,64.0,16.0,32.0,Android,8999,296.96700000000004,61.1932
463,463,Motorola,Moto E6s,3000,6.1,sim,720,1560,8,64.0,13.0,8.0,Android,6999,230.967,47.593199999999996
464,464,Tecno,Camon i4,3500,6.2,sim,720,1520,4,32.0,13.0,16.0,Android,6933,228.78900000000002,47.1444
465,465,Nokia,4.2,3000,5.71,sim,720,1520,8,32.0,13.0,8.0,Android,7999,263.967,54.3932
466,466,Nokia,3.2,4000,6.26,sim,720,1520,4,16.0,13.0,5.0,Android,6690,220.77,45.492
467,467,Samsung,Galaxy M10,3400,6.22,sim,720,1520,8,16.0,13.0,5.0,Android,6999,230.967,47.593199999999996
468,468,Micromax,Infinity N12,4000,6.19,sim,720,1500,8,32.0,13.0,16.0,Android,6299,207.86700000000002,42.8332
469,469,Coolpad,Note 8,4000,5.99,sim,1080,2160,8,64.0,16.0,8.0,Android,7433,245.28900000000002,50.544399999999996
470,470,Samsung,Galaxy J6+,3300,6.0,sim,720,1480,4,64.0,13.0,8.0,Android,11999,395.96700000000004,81.5932
471,471,Samsung,Galaxy J4+,3300,6.0,sim,720,1480,4,32.0,13.0,5.0,Android,9499,313.46700000000004,64.5932
472,472,Samsung,Galaxy J2 Core,2600,5.0,sim,540,960,4,8.0,8.0,5.0,Android,6190,204.27,42.092
473,473,10.or,D2,3200,5.45,sim,720,1440,4,16.0,13.0,5.0,Android,4999,164.967,33.9932
474,474,Coolpad,Mega 5A,2500,5.47,sim,720,1440,4,16.0,8.0,5.0,Android,3900,128.70000000000002,26.52
475,475,Infinix,Smart 2,3050,5.45,sim,720,1440,4,16.0,13.0,8.0,Android,3999,131.967,27.193199999999997
476,476,Infinix,Hot 6 Pro,4000,5.99,sim,720,1440,4,32.0,13.0,5.0,Android,8999,296.96700000000004,61.1932
477,477,iVoomi,i2 Lite,4000,5.45,sim,720,1440,4,16.0,13.0,8.0,Android,4999,164.967,33.9932
478,478,Honor,7S,3020,5.45,sim,720,1440,4,16.0,13.0,5.0,Android,5999,197.967,40.7932
479,479,Coolpad,Note 6,4070,5.5,sim,1080,1920,8,32.0,13.0,8.0,Android,6999,230.967,47.593199999999996
480,480,Panasonic,Eluga Ray 550,3250,5.7,sim,720,1440,4,16.0,13.0,8.0,Android,5709,188.39700000000002,38.8212
481,481,Nokia,1,2150,4.5,sim,480,854,4,8.0,5.0,2.0,Android,4672,154.17600000000002,31.769599999999997
482,482,Tecno,Camon i,3050,5.65,sim,720,1440,4,32.0,13.0,13.0,Android,5930,195.69,40.324
483,483,iVoomi,i1,3000,5.45,sim,640,1280,4,16.0,13.0,8.0,Android,4240,139.92000000000002,28.831999999999997
484,484,Samsung,Galaxy On7 Prime,3300,5.5,sim,1080,1920,8,32.0,13.0,13.0,Android,10990,362.67,74.732
485,485,Intex,Aqua Lions X1+,2800,5.2,sim,720,1280,4,32.0,13.0,5.0,Android,4199,138.567,28.553199999999997
486,486,Kult,Gladiator,4000,5.5,sim,720,1280,4,32.0,13.0,8.0,Android,6899,227.667,46.913199999999996
487,487,InFocus,Turbo 5 Plus,4850,5.5,sim,720,1280,8,32.0,13.0,5.0,Android,5350,176.55,36.379999999999995
488,488,Nuu Mobile,M3,3200,5.5,sim,720,1280,4,32.0,8.0,5.0,Android,4229,139.55700000000002,28.757199999999997
489,489,Micromax,Canvas Infinity,2900,5.7,sim,720,1440,4,32.0,13.0,16.0,Android,4991,164.703,33.9388
490,490,Lyf,C451,2800,4.5,sim,480,854,4,8.0,5.0,2.0,Android,3499,115.467,23.7932
491,491,Panasonic,Eluga A3 Pro,4000,5.2,sim,720,1280,8,32.0,13.0,8.0,Android,9000,297.0,61.199999999999996
492,492,Karbonn,K9 Kavach 4G,2300,5.0,sim,720,1280,4,8.0,5.0,5.0,Android,3399,112.167,23.1132
493,493,Ziox,Astra Titan 4G,3000,5.0,sim,720,1280,4,16.0,5.0,5.0,Android,3499,115.467,23.7932
494,494,InFocus,Turbo 5,5000,5.2,sim,720,1280,4,16.0,13.0,5.0,Android,7099,234.26700000000002,48.273199999999996
495,495,Karbonn,Aura Note 2,2900,5.5,sim,720,1280,4,16.0,13.0,5.0,Android,6200,204.60000000000002,42.16
496,496,Zopo,Speed X,2680,5.0,sim,1080,1920,8,32.0,13.0,13.0,Android,7399,244.167,50.313199999999995
497,497,Intex,Elyt e7,4020,5.2,sim,720,1280,4,32.0,13.0,5.0,Android,3999,131.967,27.193199999999997
498,498,Micromax,Canvas 2 (2017),3050,5.0,sim,720,1280,4,16.0,13.0,5.0,Android,4399,145.167,29.9132
499,499,Tecno,i7,4000,5.5,sim,1080,1920,8,32.0,13.0,16.0,Android,8966,295.878,60.968799999999995
500,500,Lava,Z10,2620,5.0,sim,720,1280,4,16.0,8.0,5.0,Android,8920,294.36,60.656
501,501,Vivo,Y66,3000,5.5,sim,720,1280,8,32.0,13.0,16.0,Android,10999,362.96700000000004,74.7932
502,502,Zopo,Flash X Plus,3100,5.5,sim,1080,1920,8,32.0,13.0,8.0,Android,6990,230.67000000000002,47.532
503,503,Vivo,Y55s,2730,5.2,sim,1280,720,4,16.0,13.0,5.0,Android,10990,362.67,74.732
504,504,Nokia,3,2630,5.0,sim,720,1280,4,16.0,8.0,8.0,Android,6900,227.70000000000002,46.919999999999995
505,505,Intex,Aqua Supreme+,3000,5.0,sim,720,1280,4,16.0,13.0,5.0,Android,8200,270.6,55.76
506,506,ZTE,Blade A2 Plus,5000,5.5,sim,1080,1920,8,32.0,13.0,8.0,Android,12499,412.46700000000004,84.9932
507,507,Panasonic,Eluga Prim,2500,5.0,sim,720,1280,4,16.0,13.0,5.0,Android,8440,278.52000000000004,57.391999999999996
508,508,Coolpad,Mega 3,3050,5.5,sim,720,1080,4,16.0,8.0,8.0,Android,4590,151.47,31.212
509,509,Coolpad,Mega 2.5D,2500,5.5,sim,720,1280,4,16.0,8.0,8.0,Android,5990,197.67000000000002,40.732
510,510,Gionee,S6 Pro,3130,5.5,sim,1080,1920,8,32.0,13.0,8.0,Android,7999,263.967,54.3932
511,511,Panasonic,Eluga Arc,1800,4.7,sim,720,1280,4,16.0,8.0,5.0,Android,4899,161.667,33.313199999999995
512,512,Vivo,V3,2550,5.0,sim,720,1280,8,32.0,13.0,8.0,Android,14980,494.34000000000003,101.86399999999999
513,513,Micromax,Canvas Spark 3,2500,5.5,sim,720,1280,4,8.0,8.0,5.0,Android,3968,130.94400000000002,26.9824
514,514,InFocus,Bingo 21,2300,4.5,sim,850,480,4,8.0,8.0,5.0,Android,3740,123.42,25.432
515,515,Honor,Holly 2 Plus,4000,5.0,sim,720,1280,4,16.0,13.0,5.0,Android,8556,282.348,58.1808
516,516,Karbonn,Quattro L50 HD,2600,5.0,sim,720,1280,8,16.0,13.0,5.0,Android,3999,131.967,27.193199999999997
517,517,Lyf,Earth 1,3500,5.5,sim,1080,1920,8,32.0,13.0,5.0,Android,12999,428.96700000000004,88.3932
518,518,Onida,i4G1,2300,5.0,não,720,1280,1,8.0,8.0,5.0,Android,5385,177.705,36.617999999999995
519,519,HTC,One X9,3000,5.5,sim,1080,1920,8,32.0,13.0,5.0,Android,14770,487.41,100.43599999999999
520,520,Intex,Aqua Ace,2300,5.0,sim,720,1280,4,16.0,13.0,5.0,Android,6999,230.967,47.593199999999996
521,521,Lava,Pixel V2,2500,5.0,sim,720,1280,4,16.0,13.0,8.0,Android,13300,438.90000000000003,90.44
522,522,Gionee,F103,2400,5.0,sim,720,1280,4,16.0,8.0,5.0,Android,10200,336.6,69.36
523,523,Micromax,Canvas Nitro 4G,2500,5.0,sim,720,1280,8,16.0,13.0,5.0,Android,4799,158.36700000000002,32.633199999999995
524,524,Vivo,V1Max,2720,5.5,sim,720,1280,8,16.0,13.0,5.0,Android,13000,429.0,88.39999999999999
525,525,Micromax,Canvas Selfie 2,2000,5.0,não,480,854,4,8.0,5.0,5.0,Android,6999,230.967,47.593199999999996
526,526,Panasonic,Eluga Icon,3500,5.5,sim,720,1280,8,16.0,13.0,8.0,Android,4500,148.5,30.599999999999998
527,527,Karbonn,Titanium Mach Five,2200,5.0,sim,720,1280,4,16.0,8.0,5.0,Android,2999,98.967,20.3932
528,528,InFocus,M370,2230,5.0,sim,720,1280,4,8.0,8.0,2.0,Android,7999,263.967,54.3932
529,529,Micromax,Canvas Xpress 2,2500,5.0,sim,720,1280,8,8.0,13.0,2.0,Android,6199,204.567,42.1532
530,530,Lava,Pixel V1,2650,5.5,sim,720,1280,4,32.0,8.0,5.0,Android,3999,131.967,27.193199999999997
531,531,Micromax,Canvas Doodle 4,3000,6.0,sim,540,960,4,8.0,8.0,2.0,Android,9500,313.5,64.6
532,532,Sony,Xperia Z3+,2930,5.2,sim,1080,1920,8,32.0,20.7,5.0,Android,34915,1152.1950000000002,237.422
533,533,LG,G4 Stylus,3000,5.7,sim,720,1280,4,16.0,13.0,5.0,Android,5999,197.967,40.7932
534,534,Intex,Cloud N,1400,4.0,sim,480,800,4,8.0,8.0,2.0,Android,3500,115.5,23.799999999999997
535,535,Micromax,Unite 3,2000,4.7,sim,480,800,4,8.0,8.0,2.0,Android,3999,131.967,27.193199999999997
536,536,Micromax,Canvas Spark,2000,4.7,sim,540,960,4,8.0,8.0,2.0,Android,5999,197.967,40.7932
537,537,Microsoft,Lumia 540 Dual SIM,2200,5.0,sim,720,1280,4,8.0,8.0,5.0,Windows,7000,231.0,47.599999999999994
538,538,HTC,One M9+,2840,5.2,sim,1440,2560,8,16.0,20.0,4.0,Android,11000,363.0,74.8
539,539,Intex,Aqua Speed HD,1700,4.7,sim,720,1280,4,16.0,8.0,5.0,Android,7500,247.5,51.0
540,540,Karbonn,Titanium Mach Two S360,1900,5.0,sim,720,1280,8,8.0,8.0,8.0,Android,7800,257.40000000000003,53.04
541,541,BlackBerry,Leap,2800,5.0,sim,720,1280,2,16.0,8.0,2.0,BlackBerry,7200,237.60000000000002,48.959999999999994
542,542,Asus,ZenFone C (ZC451CG),2100,4.5,sim,480,854,2,8.0,5.0,0.3,Android,5499,181.467,37.3932
543,543,Lava,Iris X8,2500,5.0,sim,720,1280,8,8.0,8.0,3.0,Android,8500,280.5,57.8
544,544,Gionee,Pioneer P6,1950,5.0,sim,480,854,4,8.0,5.0,2.0,Android,4150,136.95000000000002,28.22
545,545,Karbonn,Machone Titanium S310,1800,4.7,sim,720,1280,4,8.0,8.0,5.0,Android,7000,231.0,47.599999999999994
546,546,Micromax,Canvas Hue,3000,5.0,sim,720,1280,4,8.0,8.0,2.0,Android,5599,184.767,38.0732
547,547,BlackBerry,Classic,2515,3.5,sim,720,720,2,16.0,8.0,2.0,BlackBerry,13899,458.66700000000003,94.5132
548,548,Intex,Aqua Power,4000,5.0,sim,480,854,8,8.0,8.0,2.0,Android,4500,148.5,30.599999999999998
549,549,Gionee,Marathon M3,5000,5.0,sim,720,1280,4,8.0,8.0,2.0,Android,3490,115.17,23.732
550,550,Honor,Holly,2000,5.0,sim,720,1280,4,16.0,8.0,2.0,Android,5999,197.967,40.7932
551,551,Gionee,Elife S5.1,2050,4.8,sim,720,1280,8,16.0,8.0,5.0,Android,5499,181.467,37.3932
552,552,HTC,Desire 816G,2600,5.5,sim,720,1280,4,8.0,13.0,5.0,Android,21990,725.6700000000001,149.53199999999998
553,553,Lenovo,Vibe X2,2300,5.0,sim,1080,1920,8,32.0,13.0,5.0,Android,17499,577.467,118.99319999999999
554,554,ZTE,V5,2400,5.0,sim,720,1280,4,4.0,13.0,5.0,Android,3399,112.167,23.1132
555,555,Xolo,Play 8X-1100,2100,5.0,sim,720,1280,8,16.0,13.0,5.0,Android,5888,194.304,40.038399999999996
556,556,LG,G3 Stylus,3000,5.5,sim,540,960,4,8.0,13.0,1.3,Android,10490,346.17,71.332
557,557,iBall,Andi 5K Panther,1900,5.0,sim,540,960,8,8.0,8.0,2.0,Android,3199,105.56700000000001,21.7532
558,558,HTC,Desire 616 Dual SIM,2000,5.0,sim,720,1280,8,4.0,8.0,2.0,Android,7999,263.967,54.3932
559,559,LG,G3 Beat,2540,5.0,sim,720,1280,4,8.0,8.0,1.3,Android,5999,197.967,40.7932
560,560,Xolo,Win Q900s,1800,4.7,sim,720,1280,4,8.0,8.0,2.0,Windows,4495,148.335,30.566
561,561,Sony,Xperia T3,2500,5.3,sim,720,1280,4,8.0,8.0,1.1,Android,18490,610.1700000000001,125.732
562,562,Micromax,Unite 2,2000,4.7,sim,480,800,4,4.0,5.0,2.0,Android,8999,296.96700000000004,61.1932
563,563,Lava,Iris X1,1800,4.5,sim,480,854,4,4.0,8.0,2.0,Android,3632,119.85600000000001,24.697599999999998
564,564,BlackBerry,Z3,2500,5.0,sim,540,960,2,8.0,5.0,1.1,BlackBerry,19000,627.0,129.2
565,565,Lava,Iris Pro 20,2000,4.7,sim,540,960,4,4.0,8.0,0.3,Android,5040,166.32000000000002,34.272
566,566,LG,L90 Dual,2540,4.7,sim,540,960,4,8.0,8.0,0.3,Android,3299,108.867,22.4332
567,567,Karbonn,Titanium Octane Plus,2000,5.0,sim,1080,1920,8,16.0,16.0,8.0,Android,12494,412.302,84.9592
568,568,Lenovo,S860,4000,5.3,sim,720,1280,4,16.0,8.0,1.5,Android,18748,618.6840000000001,127.48639999999999
569,569,Micromax,Canvas Turbo Mini,1800,4.69,sim,720,1280,4,4.0,8.0,5.0,Android,6495,214.335,44.166
570,570,Intex,Aqua Octa,2300,6.0,sim,720,1280,8,16.0,13.0,5.0,Android,16818,554.994,114.3624
571,571,Xolo,Q3000,4000,5.7,sim,1080,1920,4,16.0,13.0,5.0,Android,18138,598.554,123.3384
572,572,Gionee,Pioneer P3,1700,4.3,sim,480,800,4,4.0,5.0,0.3,Android,7494,247.30200000000002,50.959199999999996
573,573,Nokia,Lumia 525,1430,4.0,sim,480,800,2,8.0,5.0,0.0,Windows,7500,247.5,51.0
574,574,Xolo,Q2000,2600,5.5,sim,720,1280,4,8.0,13.0,2.0,Android,14534,479.622,98.8312
575,575,Micromax,Canvas Turbo,2000,5.0,sim,1080,1920,4,16.0,13.0,5.0,Android,17490,577.1700000000001,118.93199999999999
576,576,Nokia,Lumia 1320,3400,6.0,sim,720,1280,2,8.0,5.0,0.3,Windows,9960,328.68,67.728
577,577,LG,G Pro Lite,3140,5.5,sim,540,960,2,8.0,8.0,1.3,Android,5899,194.667,40.1132
578,578,BlackBerry,Z30,2880,5.0,sim,720,1280,2,16.0,8.0,2.0,BlackBerry,8300,273.90000000000003,56.44
579,579,HTC,Desire 500,1800,4.3,sim,480,800,4,4.0,8.0,1.6,Android,19000,627.0,129.2
580,580,Nokia,Lumia 625,2000,4.7,sim,480,800,2,8.0,5.0,0.3,Windows,4999,164.967,33.9932
581,581,Xolo,Play T1000,2000,4.7,sim,720,1280,4,4.0,8.0,2.0,Android,14153,467.04900000000004,96.2404
582,582,Gionee,Elife E3,1800,4.7,sim,720,1280,4,16.0,8.0,2.0,Android,6499,214.467,44.1932
583,583,Samsung,Galaxy S4 Zoom,2330,4.3,sim,560,960,2,8.0,16.0,1.9,Android,15990,527.6700000000001,108.732
584,584,HTC,Desire 600,1860,4.5,sim,540,960,4,8.0,8.0,1.6,Android,22500,742.5,153.0
585,585,Samsung,Galaxy Pocket,1200,2.8,sim,240,320,1,3.0,2.0,0.0,Android,3190,105.27000000000001,21.692
586,586,Samsung,Galaxy Grand Duos,2100,5.0,sim,480,800,2,8.0,8.0,2.0,Android,8999,296.96700000000004,61.1932
587,587,Nokia,Asha 501,1200,3.0,sim,240,320,1,0.128,3.2,0.0,Cyanogen,4999,164.967,33.9932
588,588,Nokia,Lumia 610,1300,3.7,sim,480,800,1,8.0,5.0,0.0,Windows,4990,164.67000000000002,33.931999999999995
589,589,Nokia,Lumia 520,1430,4.0,sim,480,800,2,8.0,5.0,0.0,Windows,3850,127.05000000000001,26.18
590,590,LG,Optimus L3 II Dual,1540,3.2,sim,240,320,1,4.0,3.0,0.0,Android,1999,65.967,13.5932
591,591,BlackBerry,Curve 9220,1450,2.44,não,240,320,1,0.512,2.0,0.0,BlackBerry,6999,230.967,47.593199999999996
592,592,Coolpad,Cool 5,4000,6.22,sim,720,1520,8,64.0,13.0,16.0,Android,6999,230.967,47.593199999999996
593,593,iVoomi,Innelo 1,3000,5.86,sim,720,1520,4,16.0,13.0,5.0,Android,4499,148.467,30.5932
594,594,Mobiistar,XQ Dual,3000,5.5,sim,1080,1920,8,32.0,13.0,13.0,Android,5199,171.567,35.3532
595,595,Comio,X1 Note,2900,6.0,sim,1080,2160,4,32.0,13.0,8.0,Android,6300,207.9,42.839999999999996
596,596,Intex,Aqua Lions N1,1400,4.0,sim,480,800,4,8.0,2.0,0.3,Android,2590,85.47,17.612
597,597,Karbonn,A40 Indian,1400,4.0,sim,480,800,4,8.0,2.0,0.3,Android,3250,107.25,22.099999999999998
598,598,Videocon,Metal Pro 2,2000,5.0,sim,720,1280,4,16.0,13.0,5.0,Android,3999,131.967,27.193199999999997
599,599,iVoomi,Me 1+,3000,5.0,sim,720,1280,4,16.0,8.0,5.0,Android,3499,115.467,23.7932
600,600,iVoomi,Me 1,3000,5.0,sim,720,1280,4,8.0,5.0,5.0,Android,4999,164.967,33.9932
601,601,Asus,ZenFone Live,2650,5.0,sim,720,1280,4,16.0,13.0,5.0,Android,4599,151.767,31.2732
602,602,Intex,Aqua Crystal,2100,5.0,sim,720,1280,4,8.0,8.0,5.0,Android,6000,198.0,40.8
603,603,Alcatel,Pixi 4 (5),2000,5.0,sim,480,854,1,8.0,8.0,5.0,Android,2999,98.967,20.3932
604,604,Reach,Allure,2600,5.5,sim,540,960,4,8.0,10.0,5.0,Android,2699,89.06700000000001,18.353199999999998
605,605,Karbonn,Quattro L52,2250,5.0,sim,720,1280,4,16.0,8.0,5.0,Android,8649,285.41700000000003,58.813199999999995
606,606,InFocus,Bingo 10,2000,4.5,sim,480,854,4,8.0,5.0,5.0,Android,3199,105.56700000000001,21.7532
607,607,HTC,Desire 626 Dual SIM,2000,5.0,sim,720,1280,8,16.0,13.0,5.0,Android,5499,181.467,37.3932
608,608,Intex,Aqua Trend,3000,5.0,sim,720,1280,4,16.0,13.0,5.0,Android,4444,146.65200000000002,30.219199999999997
609,609,HTC,Desire 310,2000,4.5,sim,480,854,4,4.0,5.0,0.3,Android,2699,89.06700000000001,18.353199999999998
610,610,Xolo,Q1000 Opus,2000,5.0,sim,480,854,4,4.0,5.0,0.3,Android,9499,313.46700000000004,64.5932
611,611,BlackBerry,9720,1450,2.8,sim,360,480,1,0.512,5.0,0.0,BlackBerry,7500,247.5,51.0
612,612,Zen,Cinemax 3,2900,5.5,sim,480,854,4,16.0,5.0,3.2,Android,3299,108.867,22.4332
613,613,Samsung,Galaxy S20+,4500,6.7,sim,1440,3200,8,128.0,12.0,10.0,Android,73999,2441.967,503.1932
614,614,Samsung,Galaxy S20 Ultra,5000,6.9,sim,1440,3200,8,128.0,108.0,40.0,Android,92999,3068.967,632.3932
615,615,Xiaomi,Redmi 8A Dual,5000,6.22,sim,720,1520,8,32.0,13.0,8.0,Android,6499,214.467,44.1932
616,616,Lava,Z53,4120,6.1,sim,600,1280,4,16.0,8.0,5.0,Android,4829,159.357,32.837199999999996
617,617,Samsung,Galaxy Z Flip,3300,6.7,sim,1080,2636,8,256.0,12.0,10.0,Android,174990,5774.67,1189.932
618,618,Samsung,Galaxy S20,4000,6.2,sim,1440,3200,8,128.0,12.0,10.0,Android,66999,2210.967,455.59319999999997
619,619,Lava,Z71,3200,5.7,sim,720,1520,8,32.0,13.0,5.0,Android,6299,207.86700000000002,42.8332
620,620,Nokia,2.3,4000,6.2,sim,720,1520,4,32.0,13.0,5.0,Android,7149,235.917,48.6132
621,621,Tecno,Spark Power,6000,6.35,sim,720,1548,8,64.0,13.0,13.0,Android,8499,280.46700000000004,57.7932
622,622,Vivo,Y19,5000,6.53,sim,1080,2340,8,128.0,16.0,16.0,Android,13990,461.67,95.13199999999999
623,623,Lava,Z41,2500,5.0,sim,480,854,4,16.0,5.0,2.0,Android,3899,128.667,26.513199999999998
624,624,Tecno,Camon 12 Air,4000,6.55,sim,720,1600,8,64.0,16.0,8.0,Android,9960,328.68,67.728
625,625,Micromax,iOne Note,3950,6.09,sim,720,1560,8,16.0,13.0,5.0,Android,6694,220.90200000000002,45.5192
626,626,Google,Pixel 4 XL,3700,6.3,sim,1440,3040,8,64.0,16.0,8.0,Android,83900,2768.7000000000003,570.52
627,627,Google,Pixel 4,2800,5.7,sim,1080,2280,8,64.0,16.0,8.0,Android,69500,2293.5,472.59999999999997
628,628,Lenovo,K10 Plus,4050,6.22,sim,720,1520,8,64.0,13.0,16.0,Android,10999,362.96700000000004,74.7932
629,629,Samsung,Galaxy A70s,4500,6.7,sim,1080,2400,8,128.0,64.0,32.0,Android,25999,857.967,176.79319999999998
630,630,Apple,iPhone 11 Pro,3046,5.8,sim,1125,2436,6,64.0,12.0,12.0,iOS,96900,3197.7000000000003,658.92
631,631,Samsung,Galaxy A20s,4000,6.5,sim,720,1560,8,32.0,13.0,8.0,Android,10999,362.96700000000004,74.7932
632,632,Oppo,Reno 2F,4000,6.53,sim,1080,2340,8,128.0,48.0,16.0,Android,20900,689.7,142.12
633,633,Samsung,Galaxy A30s,4000,6.4,sim,720,1560,8,64.0,25.0,16.0,Android,13980,461.34000000000003,95.064
634,634,Lava,Z93,3500,6.22,sim,720,1520,8,32.0,13.0,8.0,Android,8099,267.267,55.0732
635,635,HTC,Wildfire X,3300,6.22,sim,720,1520,8,32.0,12.0,8.0,Android,7999,263.967,54.3932
636,636,Samsung,Galaxy A10s,4000,6.2,sim,720,1520,8,32.0,13.0,8.0,Android,8499,280.46700000000004,57.7932
637,637,Huawei,Mate 30 Pro,4500,6.53,sim,1176,2400,8,128.0,40.0,32.0,Android,77299,2550.867,525.6332
638,638,Samsung,Galaxy Note 10,3500,6.3,sim,1080,2280,8,256.0,12.0,10.0,Android,69999,2309.967,475.9932
639,639,Tecno,Phantom 9,3500,6.4,sim,1080,2340,8,128.0,16.0,32.0,Android,12999,428.96700000000004,88.3932
640,640,LG,W30 Pro,4050,6.22,sim,720,1520,8,64.0,13.0,16.0,Android,12480,411.84000000000003,84.86399999999999
641,641,Vivo,Y12,5000,6.35,sim,720,1544,8,64.0,8.0,8.0,Android,9550,315.15000000000003,64.94
642,642,Itel,A46,2400,5.45,sim,720,1440,8,16.0,8.0,5.0,Android,4450,146.85,30.259999999999998
643,643,Huawei,Y9 Prime 2019,4000,6.59,sim,1080,2340,8,128.0,16.0,16.0,Android,14450,476.85,98.25999999999999
644,644,Samsung,Galaxy A80,3700,6.7,sim,1080,2400,8,128.0,48.0,0.0,Android,35990,1187.67,244.732
645,645,Oppo,Reno,3765,6.4,sim,1080,2340,8,128.0,48.0,16.0,Android,26990,890.6700000000001,183.53199999999998
646,646,Samsung,Galaxy A2 Core,2600,5.0,sim,540,960,8,16.0,5.0,5.0,Android,5290,174.57000000000002,35.972
647,647,Samsung,Galaxy A20,4000,6.4,sim,720,1560,8,32.0,13.0,8.0,Android,9900,326.7,67.32
648,648,Vivo,Y91i,4030,6.22,sim,720,1520,8,16.0,13.0,5.0,Android,6799,224.36700000000002,46.2332
649,649,Panasonic,Eluga Ray 800,4000,5.5,sim,1080,1920,8,64.0,13.0,8.0,Android,6488,214.104,44.118399999999994
650,650,Lava,Z40,2250,4.0,sim,400,800,4,8.0,2.0,2.0,Android,3499,115.467,23.7932
651,651,Samsung,Galaxy Fold,4380,7.3,sim,1536,2152,8,512.0,16.0,10.0,Android,164999,5444.967000000001,1121.9932
652,652,Gionee,F205 Pro,3000,5.45,sim,720,1440,4,16.0,13.0,5.0,Android,4488,148.104,30.5184
653,653,Tecno,Camon iAce 2X,3050,5.5,sim,720,1440,4,32.0,13.0,8.0,Android,5899,194.667,40.1132
654,654,Tecno,Camon iAce 2,3050,5.5,sim,720,1440,4,32.0,13.0,8.0,Android,5199,171.567,35.3532
655,655,Coolpad,Cool 3,3000,5.71,sim,720,1520,8,32.0,8.0,5.0,Android,4649,153.417,31.6132
656,656,Vivo,Y91,4030,6.22,sim,720,1520,8,32.0,13.0,8.0,Android,8349,275.517,56.773199999999996
657,657,Itel,A44 Air,2400,5.45,sim,480,960,4,8.0,5.0,2.0,Android,3751,123.783,25.5068
658,658,Oppo,R15 Pro,3400,6.28,sim,1080,2280,8,128.0,20.0,20.0,Android,14299,471.867,97.2332
659,659,10.or,G2,5000,6.18,sim,1080,2246,8,64.0,16.0,12.0,Android,7999,263.967,54.3932
660,660,Xolo,Era 4X,3000,5.45,sim,720,1440,4,16.0,8.0,5.0,Android,3999,131.967,27.193199999999997
